Vessel_Name,MMSI,IMO,gfw_flag,CallSign,IHS_GrossTonnage,IHS_LengthOverallLOA(Meters),IHS_YearOfBuild,IHS_ExName,geartype_best,IHS_PortofRegistry,CountryOfControlName,IHS_GroupBeneficialOwner,IHS_RegisteredOwner,IHS_RegisteredOwnerCountryOfRegistration,IHS_Operator,IHS_ShipManager,IHS_TechnicalManager,Non-Compliance History (yes / sister ship),Type of Non-Compliance,Vessel Non-Compliance Description,SisterShip(s)Type of Non-Compliance,Sister Ship Non-Compliance Description,SisterShipWithNonComplianceConcerns,Sources,GD_sistership_MMSI,GD_sistership_IMO,vessel_id,poor_id,trip_start,trip_duration_days,start_port_iso3,start_port_label,in_transit_aoi_p1,in_transit_aoi_p2,in_primary_area_p1,in_primary_area_p2,num_encounters,num_loitering,num_fishing,vv_url,skylight_url,transit_p1_dark_rendezvous,transit_p1_fishing_activity_history,transit_p1_standard_rendezvous,transit_p1_viirs,transit_p1_sar_sentinel1,transit_p1_eo_sentinel2,transit_p1_eo_landsat_8_9,transit_p2_dark_rendezvous,transit_p2_fishing_activity_history,transit_p2_standard_rendezvous,transit_p2_viirs,transit_p2_sar_sentinel1,transit_p2_eo_sentinel2,transit_p2_eo_landsat_8_9,primary_area_p1_dark_rendezvous,primary_area_p1_fishing_activity_history,primary_area_p1_standard_rendezvous,primary_area_p1_viirs,primary_area_p1_sar_sentinel1,primary_area_p1_eo_sentinel2,primary_area_p1_eo_landsat_8_9,primary_area_p2_dark_rendezvous,primary_area_p2_fishing_activity_history,primary_area_p2_standard_rendezvous,primary_area_p2_viirs,primary_area_p2_sar_sentinel1,primary_area_p2_eo_sentinel2,primary_area_p2_eo_landsat_8_9,Phase II New Vessel
NORTHERN HAWK,366062000,8030489,USA,KUCE,5190,104.06,1981,STATE TRUST,trawlers,"CHEVAK, AK",UNITED STATES OF AMERICA,COASTAL VILLAGES POLLOCK LLC,NORTHERN HAWK LLC,UNITED STATES OF AMERICA,COASTAL VILLAGES POLLOCK LLC,COASTAL VILLAGES POLLOCK LLC,COASTAL VILLAGES POLLOCK LLC,,,,,,,,,,d7b2ef2a3-30ba-b873-6a54-e86bc4c642a0,FALSE,2025-05-04T18:50:00Z,2.21,USA,PORT ANGELES,TRUE,FALSE,FALSE,FALSE,0,0,0,https://globalfishingwatch.org/map/vessel/d7b2ef2a3-30ba-b873-6a54-e86bc4c642a0?&start=2025-05-02&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:366298000:1650888691:80872:1464686,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
NORTHERN JAEGER,366046000,7334826,USA,WNBG,5259,102.48,1969,JAEGER,trawlers,"SEATTLE, WA",UNITED STATES OF AMERICA,AMERICAN SEAFOODS CO LLC,NORTHERN JAEGER,UNITED STATES OF AMERICA,AMERICAN SEAFOODS CO LLC,AMERICAN SEAFOODS CO LLC,AMERICAN SEAFOODS CO LLC,,,,,,,,,,23da84e61-13c8-8cd0-02bd-58f68120ca6c,FALSE,2025-04-12T09:41:00Z,24.58,USA,SEATTLE,TRUE,FALSE,FALSE,FALSE,0,0,0,https://globalfishingwatch.org/map/vessel/23da84e61-13c8-8cd0-02bd-58f68120ca6c?&start=2025-04-10&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:367741830:1707067329:140946:1464032,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
RAINBOWS.01,367111320,8462826,USA,WDD2133,56,17.068,1979,CHRISTINE N,drifting_longlines,"HONOLULU, HI",UNITED STATES OF AMERICA, ,OAHU RAINBOWS INC,UNITED STATES OF AMERICA,OAHU RAINBOWS INC,OAHU RAINBOWS INC, ,,,,,,,,,,276b6c062-2105-7d0d-3cc1-655a25dcbbc3,FALSE,2025-04-28T12:12:00Z,8.46,USA,HONOLULU,FALSE,FALSE,FALSE,FALSE,0,3,7,https://globalfishingwatch.org/map/vessel/276b6c062-2105-7d0d-3cc1-655a25dcbbc3?&start=2025-04-26&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:367332000:1706058356:144272:1446440,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
FENG YU,355513000,9016076,PAN,3EAX9,5024,117.816,1991,YUNG DA FA 108,carrier,PANAMA,CHINA,QINGDAO LUHAIFENG OCEAN,OCEAN CENTURY PTE LTD,SINGAPORE,OCEAN CENTURY PTE LTD,OCEAN CENTURY PTE LTD,WUHAN YIDONG SHIPPING MGMT,,,,,,,,,,6ba029cae-e76a-9adc-2c6d-d51935486181,FALSE,2025-05-04T03:36:00Z,2.83,CHN,ZHOUSHAN,FALSE,FALSE,FALSE,FALSE,0,0,0,https://globalfishingwatch.org/map/vessel/6ba029cae-e76a-9adc-2c6d-d51935486181?&start=2025-05-02&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:368027840:1615275969:221217:1113165,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
CHELSEA K,367603000,9031181,USA,WDD5646,1023,45.45,1992,,trawlers,"SEATTLE, WA",UNITED KINGDOM, ,OCEAN DYNASTY LP,UNITED STATES OF AMERICA,WESTWARD FISHING CO,WESTWARD FISHING CO,WESTWARD FISHING CO,,,,,,,,,,7a75f53a4-46d1-6959-7547-8e0907203ae5,FALSE,2025-04-18T22:32:00Z,18.04,USA,SEATTLE,TRUE,FALSE,FALSE,FALSE,0,0,0,https://globalfishingwatch.org/map/vessel/7a75f53a4-46d1-6959-7547-8e0907203ae5?&start=2025-04-16&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:367159690:1642029334:221338:1113129,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
OCEAN FURY,367302760,7719167,USA,WTM8997,289,32.92,1977,,fishing,"SEATTLE, WA",UNITED STATES OF AMERICA,FURY GROUP INC,OCEAN FURY LLC,UNITED STATES OF AMERICA,FURY GROUP INC,FURY GROUP INC,FURY GROUP INC,,,,,,,,,,f55fc917c-caf9-f7e9-9b3c-895c010735c8,FALSE,2025-03-27T08:59:00Z,40.63,USA,EVERETT,TRUE,FALSE,FALSE,FALSE,0,0,1,https://globalfishingwatch.org/map/vessel/f55fc917c-caf9-f7e9-9b3c-895c010735c8?&start=2025-03-25&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:368223120:1634587956:221338:1113130,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
OCEAN ROVER,368032000,7303968,USA,KRLM,4345,77.9,1973,ENTERPRISE,trawlers,"SEATTLE, WA",UNITED STATES OF AMERICA,AMERICAN SEAFOODS CO LLC,OCEAN ROVER,UNITED STATES OF AMERICA,AMERICAN SEAFOODS CO LLC,AMERICAN SEAFOODS CO LLC,AMERICAN SEAFOODS CO LLC,,,,,,,,,,0b4bdcc68-8086-7e9a-a82d-75057af1e460,FALSE,2025-05-03T00:12:00Z,3.96,USA,SEATTLE,TRUE,FALSE,FALSE,FALSE,0,0,0,https://globalfishingwatch.org/map/vessel/0b4bdcc68-8086-7e9a-a82d-75057af1e460?&start=2025-05-01&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:367607880:1681401066:403627:1160070,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
PRINCESS KELLI,303323000,8938796,USA,WDK4266,117,0,1994,ALEX MARIE,drifting_longlines,"HONOLULU, HI",UNITED STATES OF AMERICA,OCEAN SPRINGS LLC,OCEAN SPRINGS LLC,UNITED STATES OF AMERICA,OCEAN SPRINGS LLC,OCEAN SPRINGS LLC,OCEAN SPRINGS LLC,,,,,,,,,,47bcc0dd0-00d5-9fd1-7024-1648e6450ab3,FALSE,2025-04-27T22:08:00Z,9.04,USA,HONOLULU,FALSE,FALSE,FALSE,FALSE,0,2,4,https://globalfishingwatch.org/map/vessel/47bcc0dd0-00d5-9fd1-7024-1648e6450ab3?&start=2025-04-25&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:367743820:1556746931:210536:1162635,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
RYOAN MARU,431600230,8344816,JPN,NA,19,0,1994,SEIFUKU MARU,drifting_longlines,"TSUNO, MIYAZAKI",JAPAN,OHSHI T,OHSHI T,JAPAN,OHSHI T,OHSHI T, ,,,,,,,,,,ca9715832-2d0b-3b92-6f61-9ef33519dfaa,FALSE,2025-04-28T00:16:00Z,8.96,JPN,CHOSHI,FALSE,TRUE,TRUE,TRUE,0,5,0,https://globalfishingwatch.org/map/vessel/ca9715832-2d0b-3b92-6f61-9ef33519dfaa?&start=2025-04-26&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:311054900:1706933019:1976245:565342,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
CHIRYUMARU NO.3,431600260,8344256,JPN,NA,19,0,1994,TAIRYO MARU NO. 31,drifting_longlines,"MUROTO, KOCHI",JAPAN, ,OIKE D,JAPAN,OIKE D,OIKE D, ,,,,,,,,,,e20fc7a7c-cfec-2c9a-5f8b-34035ebe1e34,FALSE,2025-05-05T23:37:00Z,1,JPN,SHIOGAMA,FALSE,TRUE,TRUE,TRUE,0,0,0,https://globalfishingwatch.org/map/vessel/e20fc7a7c-cfec-2c9a-5f8b-34035ebe1e34?&start=2025-05-03&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:412270059:1689381156:3023107:1198821,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
STDAMIEN,367568960,8438332,USA,WDG7604,93,19.202,1967,SEVEN STAR II,drifting_longlines,"HONOLULU, HI",UNITED STATES OF AMERICA,OKAY INC,OKAY INC,UNITED STATES OF AMERICA,OKAY INC,OKAY INC, ,,,,,,,,,,42d6359e5-5f5b-5510-5869-38170abb176f,FALSE,2025-04-30T12:57:00Z,6.46,USA,HONOLULU,FALSE,FALSE,FALSE,FALSE,0,0,0,https://globalfishingwatch.org/map/vessel/42d6359e5-5f5b-5510-5869-38170abb176f?&start=2025-04-28&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:367361970:1677359882:143377:1035924,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
OKAY,367662540,8438320,USA,WDH8890,60,17.952,1980,KAY,drifting_longlines,"HONOLULU, HI",UNITED STATES OF AMERICA,OKAY INC,OKAY INC,UNITED STATES OF AMERICA,OKAY INC,OKAY INC, ,,,,,,,,,,be0ea7457-7645-4d05-4fd4-64e7c6467026,FALSE,2025-04-26T03:32:00Z,10.83,USA,HONOLULU,FALSE,FALSE,FALSE,FALSE,0,0,0,https://globalfishingwatch.org/map/vessel/be0ea7457-7645-4d05-4fd4-64e7c6467026?&start=2025-04-24&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:367750990:1659128151:334352:1101714,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
TOKUEIMARU NO.17,431410000,9810745,JPN,7JXY,499,65.45,2016,,pole_and_line,"OWASE, MIE",JAPAN, ,OKINAKA H,JAPAN,OKINAKA H,OKINAKA H, ,,,,,,,,,,d194ecbab-bd7c-ea1c-6cb9-0d9875939595,FALSE,2025-04-20T23:30:00Z,16,JPN,YAIZU,FALSE,FALSE,FALSE,FALSE,0,4,16,https://globalfishingwatch.org/map/vessel/d194ecbab-bd7c-ea1c-6cb9-0d9875939595?&start=2025-04-18&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:412549676:1736904999:3024245:1268922,0,21,0,1,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
KORYUMARU,431000168,8343642,JPN,NA,19,0,2007,,drifting_longlines,"KIHOKU, MIE",JAPAN,OKUMURA K,OKUMURA K,JAPAN,OKUMURA K,OKUMURA K, ,,,,,,,,,,037e8f090-07e4-32d1-8d87-2a0256f1c96e,FALSE,2025-05-01T21:46:00Z,5.08,JPN,JPN-284,FALSE,FALSE,FALSE,FALSE,0,0,0,https://globalfishingwatch.org/map/vessel/037e8f090-07e4-32d1-8d87-2a0256f1c96e?&start=2025-04-29&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:412549671:1629403102:3018076:1183568,4,0,0,2,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
RYOUEIMARU,431004389,8343654,JPN,NA,19,0,2013,,drifting_longlines,"OWASE, MIE",JAPAN, ,OWASE BUSSAN,JAPAN,OWASE BUSSAN,OWASE BUSSAN, ,,,,,,,,,,bd268e965-58b6-482e-5f8e-99df15603a16,FALSE,2025-04-17T08:30:00Z,19.63,JPN,OWASE,FALSE,FALSE,FALSE,FALSE,0,9,4,https://globalfishingwatch.org/map/vessel/bd268e965-58b6-482e-5f8e-99df15603a16?&start=2025-04-15&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:412549601:1705728366:3020956:1202784,4,21,0,3,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
LADY ANNIE,367480150,8886010,USA,WDF7010,102,0,1987,VAK 6,drifting_longlines,"HONOLULU, HI",UNITED STATES OF AMERICA,P W ANNIE FISHING INC,P W ANNIE FISHING INC,UNITED STATES OF AMERICA,P W ANNIE FISHING INC,P W ANNIE FISHING INC,P W ANNIE FISHING INC,,,,,,,,,,c6d63d84b-b9ac-5aec-ec21-42541e9a234c,FALSE,2025-04-20T22:58:00Z,16.04,USA,HONOLULU,FALSE,FALSE,FALSE,FALSE,0,6,11,https://globalfishingwatch.org/map/vessel/c6d63d84b-b9ac-5aec-ec21-42541e9a234c?&start=2025-04-18&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:412549599:1705368730:3020956:1202785,0,0,0,2,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
SEA HUNT,367003760,8940220,USA,WDJ2875,134,0,1996,MASTER RICKY II,drifting_longlines,"HONOLULU, HI",UNITED STATES OF AMERICA,PAC RIM LEASING LLC,PAC RIM LEASING LLC,UNITED STATES OF AMERICA,PAC RIM LEASING LLC,PAC RIM LEASING LLC,PAC RIM LEASING LLC,,,,,,,,,,ed0dc2161-178a-b7fd-4c36-83c2414ff890,FALSE,2025-04-24T04:26:00Z,12.79,USA,HONOLULU,FALSE,FALSE,FALSE,FALSE,0,0,0,https://globalfishingwatch.org/map/vessel/ed0dc2161-178a-b7fd-4c36-83c2414ff890?&start=2025-04-22&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:412421139:1618278424:3022399:1199637,3,9,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
PACIFIC HORIZON,367692620,8133023,USA,WDI3854,147,0,1980,SUE,drifting_longlines,"SAN DIEGO, CA",UNITED STATES OF AMERICA,PACIFIC HORIZON FISHING LLC,PACIFIC HORIZON FISHING LLC,UNITED STATES OF AMERICA,PACIFIC HORIZON FISHING LLC,PACIFIC HORIZON FISHING LLC,PACIFIC HORIZON FISHING LLC,,,,,,,,,,49be75c19-9b74-dbdc-c2e4-2f7aa4aa291e,FALSE,2025-05-04T17:40:00Z,2.25,USA,SAN DIEGO,FALSE,FALSE,FALSE,FALSE,0,0,0,https://globalfishingwatch.org/map/vessel/49be75c19-9b74-dbdc-c2e4-2f7aa4aa291e?&start=2025-05-02&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:368682000:1700692464:575803:1377120,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
PACIFIC SUN,367117390,7933567,USA,WDD2598,324,37.06,1979,,fixed_gear,"SEATTLE, WA",UNITED STATES OF AMERICA, ,PACIFIC SUN LLC,UNITED STATES OF AMERICA,PACIFIC SUN LLC,PACIFIC SUN LLC,PACIFIC SUN LLC,,,,,,,,,,7d8298d2b-b7bf-80db-fb61-25dcd7669f69,FALSE,2025-03-24T14:41:00Z,43.38,USA,SEATTLE,TRUE,FALSE,FALSE,FALSE,0,0,0,https://globalfishingwatch.org/map/vessel/7d8298d2b-b7bf-80db-fb61-25dcd7669f69?&start=2025-03-22&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:367704540:1705231745:512303:1421894,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
MISS RENEE,367523880,8437871,USA,WDG3231,60,14.63,1979,KATHERINE Y,set_longlines,"HONOLULU, HI",UNITED STATES OF AMERICA,PARADISE SPIRIT LLC,PARADISE SPIRIT LLC,UNITED STATES OF AMERICA,PARADISE SPIRIT LLC,PARADISE SPIRIT LLC, ,,,,,,,,,,4fa0d2dda-a059-0d80-c970-a01a0e6bf06d,FALSE,2025-04-16T21:37:00Z,20.08,USA,HONOLULU,FALSE,FALSE,FALSE,FALSE,0,0,0,https://globalfishingwatch.org/map/vessel/4fa0d2dda-a059-0d80-c970-a01a0e6bf06d?&start=2025-04-14&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:303244000:1659538784:378814:1440086,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
PREDATOR,368565000,7398406,USA,WDL5428,226,0,1973,QUEEN VICTORIA,trawlers,"NEWPORT, OR",UNITED STATES OF AMERICA, ,PATIENCE FISHERIES,UNITED STATES OF AMERICA,PATIENCE FISHERIES,PATIENCE FISHERIES, ,,,,,,,,,,edae4cd05-50b0-1691-27b2-67c10efe1418,FALSE,2025-05-03T19:32:00Z,3.17,USA,NEWPORT,TRUE,FALSE,FALSE,FALSE,0,0,0,https://globalfishingwatch.org/map/vessel/edae4cd05-50b0-1691-27b2-67c10efe1418?&start=2025-05-01&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:368219000:1719246646:441364:1449657,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
CAPTAIN PAXTON,368017650,8438409,USA,WDJ8561,72,20.116,1987,SEA FLOWER,drifting_longlines,"HONOLULU, HI",UNITED STATES OF AMERICA,PAX FISHERY LLC,PAX FISHERY LLC,UNITED STATES OF AMERICA,PAX FISHERY LLC,PAX FISHERY LLC, ,,,,,,,,,,6b70adccb-b8f4-df7b-0dcf-c62adb7d32c4,FALSE,2025-04-19T21:28:00Z,17.08,USA,HONOLULU,FALSE,FALSE,FALSE,FALSE,0,6,7,https://globalfishingwatch.org/map/vessel/6b70adccb-b8f4-df7b-0dcf-c62adb7d32c4?&start=2025-04-17&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:368054320:1697844862:146526:1447733,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
CAPT K,367699410,8939805,USA,WDI4510,143,0,1996,MEE JIN PARK,drifting_longlines,"HONOLULU, HI",UNITED STATES OF AMERICA,PHAMTASEA LLC,PHAMTASEA LLC,UNITED STATES OF AMERICA,PHAMTASEA LLC,PHAMTASEA LLC,PHAMTASEA LLC,,,,,,,,,,0c28428d0-029d-2307-c80d-04f90410a0bc,FALSE,2025-04-23T05:13:00Z,13.75,USA,HONOLULU,FALSE,FALSE,FALSE,FALSE,0,1,2,https://globalfishingwatch.org/map/vessel/0c28428d0-029d-2307-c80d-04f90410a0bc?&start=2025-04-21&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:366062000:1613994247:170313:1457969,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
EXCELLENCE,338162000,7313652,USA,KTDP,5413,112.02,1973,TENYO MARU NO. 5,trawlers,"SEATTLE, WA",UNITED STATES OF AMERICA,PHOENIX PROCESSOR LP,PHOENIX PROCESSOR LP,UNITED STATES OF AMERICA,PHOENIX PROCESSOR LP,PHOENIX PROCESSOR LP,PHOENIX PROCESSOR LP,,,,,,,,,,f4c37b1e1-14cd-40b6-80ad-9a41580169fd,FALSE,2025-04-18T21:44:00Z,18.08,USA,SEATTLE,TRUE,FALSE,FALSE,FALSE,0,0,0,https://globalfishingwatch.org/map/vessel/f4c37b1e1-14cd-40b6-80ad-9a41580169fd?&start=2025-04-16&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:367719270:1659128110:214990:1157985,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
PINNACLE,303072000,8958631,USA,WCY8978,636,0,1998,,pots_and_traps,"SEATTLE, WA",UNITED STATES OF AMERICA,PINNACLE FISHERIES LLC,PINNACLE FISHERIES LLC,UNITED STATES OF AMERICA,PINNACLE FISHERIES LLC,PINNACLE FISHERIES LLC,PINNACLE FISHERIES LLC,,,,,,,,,,f3373f839-97f3-3b67-c7c9-4a603ea2cdad,FALSE,2025-03-28T23:13:00Z,39,USA,SEATTLE,TRUE,FALSE,FALSE,FALSE,0,0,0,https://globalfishingwatch.org/map/vessel/f3373f839-97f3-3b67-c7c9-4a603ea2cdad?&start=2025-03-26&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:440786000:1681400911:148142:1027480,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
KATY MARY,367150430,8852447,USA,WCX2232,167,0,1988,MISS FRAN,drifting_longlines,"HONOLULU, HI",UNITED STATES OF AMERICA, ,POP VENTURES LLC,UNITED STATES OF AMERICA,POP VENTURES LLC,POP VENTURES LLC, ,,,,,,,,,,670dafe5a-a193-274d-59a1-9fba2aee125d,FALSE,2025-05-05T17:27:00Z,1.25,USA,HONOLULU,FALSE,FALSE,FALSE,FALSE,0,0,0,https://globalfishingwatch.org/map/vessel/670dafe5a-a193-274d-59a1-9fba2aee125d?&start=2025-05-03&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:367045610:1660337467:142582:1040091,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
KAWIKA,366827010,8545379,USA,WDA6034,89,21.95,2001,,drifting_longlines,"HONOLULU, HI",UNITED STATES OF AMERICA, ,POP VENTURES LLC,UNITED STATES OF AMERICA,POP VENTURES LLC,POP VENTURES LLC, ,,,,,,,,,,6ec814636-6471-97f8-7830-d8ec2ac0d898,FALSE,2025-05-05T17:15:00Z,1.25,USA,HONOLULU,FALSE,FALSE,FALSE,FALSE,0,0,0,https://globalfishingwatch.org/map/vessel/6ec814636-6471-97f8-7830-d8ec2ac0d898?&start=2025-05-03&end=2025-05-08,https://sc-production.skylight.earth/vesseldetails/B:367604540:1681373978:204915:1212166,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
